"Pep"	"Molec"	"What"	"Value"	"DKL"	"tg"	"ba"
"pep6"	"DRB1_09"	"Mode"	0.0376433423529472	0.214999679708821	NA	TRUE
"pep6"	"DRB1_09"	"Median"	0.322005947062672	0.214999679708821	NA	TRUE
"pep6"	"DRB1_11"	"Mean"	0.275118332674392	0.35159437297512	NA	NA
"pep6"	"DRB1_11"	"Mode"	0.0134783009121008	0.35159437297512	NA	NA
"pep6"	"DRB1_11"	"Median"	0.233772529559304	0.35159437297512	NA	NA
"pep6"	"DRB1_12"	"Mean"	0.536814076178063	0.17246764448675	NA	NA
"pep6"	"DRB1_12"	"Mode"	0.650799196957506	0.17246764448675	NA	NA
"pep6"	"DRB1_12"	"Median"	0.560204047351771	0.17246764448675	NA	NA
"pep6"	"DRB1_14"	"Mean"	0.215460192516982	0.584629200022086	NA	NA
"pep6"	"DRB1_14"	"Mode"	0.0662884548680471	0.584629200022086	NA	NA
"pep6"	"DRB1_14"	"Median"	0.182585196024539	0.584629200022086	NA	NA
"pep6"	"DRB1_1501"	"Mean"	0.375467274939113	0.162786444142557	TRUE	TRUE
"pep6"	"DRB1_1501"	"Mode"	0.366110851690728	0.162786444142557	TRUE	TRUE
"pep6"	"DRB1_1501"	"Median"	0.361421631546269	0.162786444142557	TRUE	TRUE
"pep6"	"DRB1_1502"	"Mean"	0.694290924290623	0.240187876473889	TRUE	FALSE
"pep6"	"DRB1_1502"	"Mode"	0.966079405457048	0.240187876473889	TRUE	FALSE
"pep6"	"DRB1_1502"	"Median"	0.745249457109296	0.240187876473889	TRUE	FALSE
"pep6"	"DRB1_16"	"Mean"	0.291603293705686	0.300804334023318	NA	NA
"pep6"	"DRB1_16"	"Mode"	0.0139342753739895	0.300804334023318	NA	NA
"pep6"	"DRB1_16"	"Median"	0.253021678635901	0.300804334023318	NA	NA
"pep6"	"DRB1_03"	"Mean"	0.585452930556537	0.0455341742630023	NA	FALSE
"pep6"	"DRB1_03"	"Mode"	0.968649860456972	0.0455341742630023	NA	FALSE
"pep6"	"DRB1_03"	"Median"	0.625377911977093	0.0455341742630023	NA	FALSE
"pep6"	"DQB1_02"	"Mean"	0.309277681441726	0.260362036656473	NA	NA
"pep6"	"DQB1_02"	"Mode"	0.0217483969345382	0.260362036656473	NA	NA
"pep6"	"DQB1_02"	"Median"	0.275941882331648	0.260362036656473	NA	NA
"pep6"	"DQB1_03"	"Mean"	0.355482490515193	0.255950803413899	TRUE	TRUE
"pep6"	"DQB1_03"	"Mode"	0.331120983476464	0.255950803413899	TRUE	TRUE
"pep6"	"DQB1_03"	"Median"	0.348065193680617	0.255950803413899	TRUE	TRUE
"pep6"	"DQB1_04"	"Mean"	0.532823082770945	0.0109240877817087	NA	NA
"pep6"	"DQB1_04"	"Mode"	0.922831515862458	0.0109240877817087	NA	NA
"pep6"	"DQB1_04"	"Median"	0.551830162646553	0.0109240877817087	NA	NA
"pep6"	"DQB1_05"	"Mean"	0.185489000030846	0.734018502430348	NA	NA
"pep6"	"DQB1_05"	"Mode"	0.0302178255718533	0.734018502430348	NA	NA
"pep6"	"DQB1_05"	"Median"	0.158571437564042	0.734018502430348	NA	NA
"pep6"	"DQB1_06"	"Mean"	0.26892926815794	0.405422175651091	TRUE	TRUE
"pep6"	"DQB1_06"	"Mode"	0.101763001953742	0.405422175651091	TRUE	TRUE
"pep6"	"DQB1_06"	"Median"	0.240061456715212	0.405422175651091	TRUE	TRUE
